Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,Salary
urgent openings for o2c,0 - 2 years,o2c|otc|order management|credit management|communication skills,accounts,gurgaon,"accounts , finance , tax , company secretary , audit",accounting / finance,accounts executive/accountant,77.00270015,28.42826235,2662
architectural cad,2 - 7 yrs,visualization| m e p| modeling| drafting| design development| drawings| cad| preparation| quality,architectural services,kolkata,"architecture , interior design","construction, engineering, cement, metals",architect,88.35769124,22.5414185,3895
"hcl tech hiring ""physical design engineers"" for vlsi r&d division",5 - 10 yrs,pnr| primetime| sta| floorplan| timing closure| synthesis| vlsi| physical design| floor planning,engineering design,"bengaluru,chennai,hyderabad,greater noida","engineering design , r&d","semiconductors, electronics",senior design engineer,77.1212148,19.0759899,3684
assistant manager purchase,10 - 12 yrs,assistant manager purchase,purchase/material management,"gurgaon,manesar","supply chain , logistics , purchase , materials","electricals, switchgears",purchase executive,76.92637867,28.32470955,2207
sr. cloud developer,5 - 8 yrs,sql| python| analytics| machine learning| solution architecture| analytical| scala| cosmos| programming| data warehousing,programming & design,"mumbai,indore,pune","it software - application programming , maintenance","recruitment, staffing",software developer,77.1212148,19.0759899,6355
hiring for manager quality ( voice and chat),3 - 6 yrs,bpo| transactional quality| quality management| quality manager| manager quality,quality,delhi ncr,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",quality assurance/quality control manager,77.1212148,28.6882438,5672
"south indian cook,",2 - 5 yrs,vide,senior management,bengaluru,"hotels , restaurants","travel , hotels , restaurants , airlines , railways",executive/master chef,77.590082,12.9767936,3668
sharepoint support engineer,5 - 8 yrs,iis| exchange server| windows server| wss| sharepoint| active directory,admin/maintenance/security/datawarehousing,bengaluru,"it software - network administration , security",it-hardware & networking,technical support engineer,77.590082,12.9767936,4677
asst sales manager_ api_ chemical distribution_ mumbai,7 - 12 yrs,pharma chemicals| business development| api| intermediates| sales,corporate sales,mumbai,"sales , retail , business development","chemicals, petrochemical, plastic, rubber",sales/business development manager,72.8773928,19.0759899,4098
java- technical lead- tavant technologies - hyderabad,5 - 9 yrs,hibernate| design patterns| cloud| spring boot| team leader| core java| web services| microservices,programming & design,hyderabad,"it software - application programming , maintenance","it-software, software services",team lead/technical lead,78.4740613,17.360589,6454
hiring for oracle apps dba@ hyderabad,10 - 20 yrs,exadata| performance tuning| 11g| patching| sql| dataguard| rac| cassandra| oracle database| weblogic| ebs| asm| apps dba| cloning,admin/maintenance/security/datawarehousing,hyderabad,"it software - dba , datawarehousing","it-software, software services",dba,78.4740613,17.360589,5279
walk in for pharmacist @ 1mg technologies || gurugram sec 14,2 - 7 yrs,hospital| pharma| pharmacy,r&d,gurgaon,"medical , healthcare , r&d , pharmaceuticals , biotechnology","medical, healthcare, hospitals",pharmacist/chemist/bio chemist,77.00270015,28.42826235,2070
"agency manager || life insurance ||ahmedabad , bhopal , vadodara",2 - 7 yrs,sales| insurance sales| agency sales| direct sales| life advisor| channel sales| life insurance advisor| life insurance| agency,retail sales,"bhopal,ahmedabad,vadodara","sales , retail , business development",insurance,sales/business development manager,77.1212148,19.0759899,5105
hr trainer,2 - 5 yrs,training needs| soft skills| accent| hr| feedback| coaching| customer service| process compliance,teachers,bengaluru,"teaching , education , training , counselling","bpo, call centre, ites",technical / process trainer,77.590082,12.9767936,6205
project manager for civil work,10 - 20 yrs,real estate construction| project management| interpersonal communication| communication skills| project manager| project coordinator| site coordinator,production/manufacturing/maintenance,ahmedabad (ellisbridge),"production , manufacturing , maintenance","real estate, property",project manager-production/manufacturing/maintenance,72.5716416,23.022886,2387
vacancy for motion graphic artist,5 - 7 yrs,graphics| multimedia| visualization| infographics| social media| adobe after effects| protools| photoshop| graphic designing| english language,programming & design,pune,other,"it-software, software services",other,73.8544541,18.521428,6180
business associate,0 - 3 yrs,international bpo| chat process| voice based process| tele caller| process developer| sales| b.a| exl| communication skills| ba| blended process| bba| wipro| tcs| bbm| customer support| bcom| cse| accenture| fresher| wns,voice,gurgaon,"ites , bpo , kpo , lpo , customer service , operations","kpo, research, analytics",associate/senior associate -(nontechnical),77.00270015,28.42826235,1988
project support officer/administrator,1 - 5 yrs,project support| banking| maya| e-commerce| big data,technical support,chennai,"it hardware , technical support , telecom engineering","it-software, software services",customer support engineer/technician,80.270186,13.0836939,5330
"immediate requirement for officer - it @ vibgyor high, electronic city",1 - 6 yrs,networking| it asset| antivirus| hardware troubleshooting,admin/maintenance/security/datawarehousing,bengaluru,"it software - application programming , maintenance","education, teaching, training",system administrator,77.590082,12.9767936,1542
procurement - mdm,2 - 7 yrs,procurement| business process| it services| automation| data services| master data management| consulting| vendor| troubleshooting| business executive,purchase/material management,gurgaon,purchase / logistics / supply chain,"it-software, software services",purchase/vendor development manager,77.00270015,28.42826235,6851
if you're an experienced in international tech sales then call us / in,1 - 4 yrs,recruitment| outbound| technical support| english| comp| email| troubleshooting| domestic bpo| international bpo| inbound calls,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,6184
senior game artist,3 - 8 yrs,photoshop| illustrator| fine arts| software design| user interface designing| game development| creative content| supervision| relationship executive| business executive,programming & design,mumbai,it software - telecom software,"animation, gaming",graphic/web designer,72.8773928,19.0759899,4353
manager (pr),5 - 8 yrs,marketing| project management| pr| project planning,voice,noida,"ites , bpo , kpo , lpo , customer service , operations","education, teaching, training",associate/senior associate -(nontechnical),77.3271074,28.5707841,6753
senior engineer project,2 - 5 yrs,leadership training| software development life cycle| management,project management,"manesar,gurgaon,haryana","site engineering , project management","it-software, software services",project manager-it/software,76.92637867,28.32470955,3887
perl developer,6 - 8 yrs,python| six sigma| pmp| .net| html| javascript| sql| oracle| assembly language| real time operating systems,programming & design,bengaluru,"it software - application programming , maintenance","bpo, call centre, ites",software developer,77.590082,12.9767936,6509
"sme techincal supervisor_ red hat, fuse, apache, camel_magarpatta",12 - 16 yrs,apache camel| administration| technical support| redhat| activemq,system design/implementation/erp/crm,pune,"it software - application programming , maintenance","it-software, software services",subject matter expert,73.8544541,18.521428,6571
wire industry,3 - 7 yrs,customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| business development,corporate sales,"gurgaon,mumbai,pune,cuttack,chennai,kanpur,kolkata,raipur","sales , retail , business development","recruitment, staffing",branch manager/regional manager,77.1212148,19.0759899,5838
manager brand marketing,4 - 7 yrs,customer segmentation| brand management| strategic partnerships| brand marketing| consumer insights| performance appraisal| operations| promotional strategies| marketing strategy| recruitment,marketing,mumbai,"marketing , advertising , mr , pr , media planning","fmcg, foods, beverage",product/brand manager,72.8773928,19.0759899,2257
oracle fusion apps_manufacturing_any location,6 - 11 yrs,negotiation| marine operation| oracle fusion| manufacturing| inventory,system design/implementation/erp/crm,"bengaluru,pune","it software - erp , crm","it-software, software services",functional outside consultant,73.912743,18.232257,6517
vp / sr.vp fire,17 - 27 yrs,fire safety| fire| senior management,safety/health/environment,delhi ncr,"production , manufacturing , maintenance","real estate, property",safety officer/manager,77.1212148,28.6882438,5622
data science engineer,5 - 10 yrs,unix| data science| sql| linux| sas| html| perl| sdlc| android| python,programming & design,bengaluru,"it software - application programming , maintenance","medical, healthcare, hospitals",software developer,77.590082,12.9767936,2638
executive - lab instruments maintenance,3 - 7 years,installation|breakdown maintenance|preventive maintenance,"equipment installation, calibration, validation and maintenance. maintain the master list for preventive maintenance and calibration of glp and nonglp instruments preparing the iq,oq,pq documentation for new equipment during installation attend and rectifying the centrifuge,co2 incubator ,hplc, centrifuge, cellcounter, hplc, rotavapors, incubators, water purification systems, fplc breakdown issues attend and rectifying the hplc breakdown issues coordinating with vendors, projects team, validation team and end-users for installation and qualification (iq, oq and pq) of all the biologics department equipment. zero down time maintenance of all laboratory department equipment. maintaining stock of equipment accessories, spares and consumables as per requirement. to assist, attend and execute preventive maintenance/breakdown maintenance for various biology and analytical equipment. attend breakdown maintenance calls and perform routine preventive maintenance for instruments like centrifuge, cellcounter, hplc, rotavapors, incubators, water purification systems, heating stirrers, flash chromatography systems and various bio-analytical instruments in jubilant biosys. working with scientists to ensure smooth running of the equi salary: not disclosed by recruiter industry: pharma / biotech / clinical research functional area: other employment type: full time, permanent",bengaluru,"other employment type: full time, permanent",pharma / biotech / clinical research,"equipment installation, calibration, validation and maintenance. maintain the master list for preventive maintenance and calibration of glp and nonglp instruments preparing the iq,oq,pq documentation for new equipment during installation attend and rectifying the centrifuge,co2 incubator ,hplc, centrifuge, cellcounter, hplc, rotavapors, incubators, water purification systems, fplc breakdown issues attend and rectifying the hplc breakdown issues coordinating with vendors, projects team, validation team and end-users for installation and qualification (iq, oq and pq) of all the biologics department equipment. zero down time maintenance of all laboratory department equipment. maintaining stock of equipment accessories, spares and consumables as per requirement. to assist, attend and execute preventive maintenance/breakdown maintenance for various biology and analytical equipment. attend breakdown maintenance calls and perform routine preventive maintenance for instruments like centrifuge, cellcounter, hplc, rotavapors, incubators, water purification systems, heating stirrers, flash chromatography systems and various bio-analytical instruments in jubilant biosys. working with scientists to ensure smooth running of the equi salary: not disclosed by recruiter industry: pharma / biotech / clinical research functional area: other employment type: full time, permanent",77.590082,12.9767936,2273
immediate job opportunity for printer engineer in mumbai - vashi,1 - 2 yrs,dot matrix| printer| printer support| laserjet| hardware,technical support,navi mumbai,"it hardware , technical support , telecom engineering",it-hardware & networking,customer support engineer/technician,73.0198537,19.0308262,2111
when you need a roof you need a job. come work with us,3 - 8 yrs,outbound| technical support associate| email| technical| us shift| medical| antivirus| troubleshooting| technical support| comp,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,6408
senior data analyst,2 - 7 yrs,reporting| data analysis| business analytics| data analytics| kpo,analytics & bi,"mohali,chandigarh",analytics & business intelligence,"kpo, research, analytics",data analyst,76.6511232,30.7442722,2867
"java / j2ee, web services also experienced in angularjs",2 - 6 yrs,html| xml| ajax| rest| prototype| technical| developing| json| application architecture| sdlc| javascript| jquery| web services| java| application| web| design| web designing| architecture| applications,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,6050
senior us it recruiter / senior us recruiter,1 - 5 yrs,us it recruiter| us it recruitment| us it staffing| us staffing| us technical recruiter| us recruitment,hr/ recruitment / ir,hyderabad,"hr , recruitment , administration , ir","recruitment, staffing",recruitment executive,78.4740613,17.360589,2793
service engineer - bhiwadi,1 - 6 yrs,service engineering| maintenance| breakdown| shutdown| amc| installation| repair| troubleshooting| field service engineer| preventive maintenance| breakdown maintenance| field engineer| electrical engineer,production/manufacturing/maintenance,"delhi ncr,bhiwadi","production , manufacturing , maintenance","printing, packaging",service/maintenance engineer,77.1212148,19.0759899,1792
sales manager,4 - 9 yrs,enterprise sales| relationship building| new business| sales strategy| b2b sales| marketing management| cross selling| product marketing| consultative sales| b2b marketing| service sales| corporate sales| key accounts manager,institutional sales,chennai,"sales , retail , business development","advertising, pr, mr, event management",sales/business development manager,80.270186,13.0836939,4726
accounts executive for 1-2 years experience,1 - 2 yrs,accounts executive| accounting| accounts| finance,accounts,noida,"accounts , finance , tax , company secretary , audit","bpo, call centre, ites",accounts executive/accountant,77.3271074,28.5707841,2026
inbound tour manager,2 - 7 yrs,inbound| costing| selling| good communication| good communication skills| tickets| tour| experience| manager| packages,ticketing/travel/documentation,noida,"travel , tours , ticketing , airlines","travel , hotels , restaurants , airlines , railways",tour management manager/senior manager,77.3271074,28.5707841,3387
swimming pool technician,1 - 3 yrs,monthly reports| maintenance| technician activities| water quality,site engineering,bengaluru,"site engineering , project management",other,maintenance engineer,77.590082,12.9767936,4718
data science manager,8 - 12 years,kaggle|nlp|data science|artificial intelligence|natural language processing|analytical techniques|text mining|big data|machine learning|deep learning,"zs pioneers in sales force and marketing analytics applying optimization techniques to sales force and marketing investment problems. we have grown significantly and are now recognized global leaders in sales and marketing consulting. a key enabler of our services is leveraging data in delivering client solutions. the data available about customers across healthcare and multiple industries is getting richer and the problems that our customers are trying to answer continue to evolve. in our endeavor to stay ahead of curve in providing solutions to these evolving complex business problems, zs has set up a data scientist track which has following major focus areas: research the evolving datasets and newer information sources to understand the possibilities apply advanced analytical techniques and algorithms to improve current as well as develop cutting edge offerings/solutions deliver client impact by collaboratively implementing and broad basing these solutions provide thought leadership by developing the zs point of view in the industry the manager position is the precursor to the associate principal and principal positions, and therefore part of the zs leadership ladder. every manager leads one or more spaces, i.e. business units focused either on a specific client, or a specific expertise area. therefore zs data science managers are responsible for strong analytical expertise, knowledge and experience of various machine learning algorithms, tools & big data technologies, leveraging this knowledge for innovation, thought leadership, stakeholder relationship management, effectively coaching and responsible for people growth and defining-running-refining their space operating models, guided closely by principals. managers leverage their experience to take responsibility for providing analytical solutions across projects, deliver quality work for clients and lead client and zs-leader relationships from beginning of their tenure. provide expertise in architecting and implementing analytical solutions for projects manage projects and assist in managing stakeholder relationships direct multiple projects simultaneously, honing analytical and project management skills motivate, coach and serve as a role model for space team members provide thought leadership and innovation within projects and across practice areas partner with onshore colleagues to develop new business with existing and new clients develop and implement specific frameworks for strategy and programs contribute to zss capability building and knowledge creation coach, mentor, and conduct training programs play an active role in india office growth related initiatives (e.g. recruiting, training, etc.). required candidate profile managers have 8 - 12 years work experience in industry through consulting work or within an industry leader (a combination of experience is preferred) be/ b.tech / bs (stats) from tier-1 institute would be required. phd in computer science (or statistics) / m.tech / ms from a premier institute would be highly preferred substantial experience in machine learning knowledge of big data/ advanced analytics concepts and algorithms text mining, social listening, recommender systems, predictive modeling, etc. knowledge of programming java/python/r exposure to tools/platforms hadoop eco system and db systems agile project planning and project management skills excellent communication skills in addition, we seek individuals with the following desire to make a business impact for our clients leadership experience personal initiative and strong work ethic self-motivation and detail orientation organization & planning skills communication skills salary: not disclosed by recruiter industry: strategy / management consulting firms functional area: other employment type: full time, permanent","pune,gurgaon","other employment type: full time, permanent",strategy / management consulting firms,"zs pioneers in sales force and marketing analytics applying optimization techniques to sales force and marketing investment problems. we have grown significantly and are now recognized global leaders in sales and marketing consulting. a key enabler of our services is leveraging data in delivering client solutions. the data available about customers across healthcare and multiple industries is getting richer and the problems that our customers are trying to answer continue to evolve. in our endeavor to stay ahead of curve in providing solutions to these evolving complex business problems, zs has set up a data scientist track which has following major focus areas: research the evolving datasets and newer information sources to understand the possibilities apply advanced analytical techniques and algorithms to improve current as well as develop cutting edge offerings/solutions deliver client impact by collaboratively implementing and broad basing these solutions provide thought leadership by developing the zs point of view in the industry the manager position is the precursor to the associate principal and principal positions, and therefore part of the zs leadership ladder. every manager leads one or more spaces, i.e. business units focused either on a specific client, or a specific expertise area. therefore zs data science managers are responsible for strong analytical expertise, knowledge and experience of various machine learning algorithms, tools & big data technologies, leveraging this knowledge for innovation, thought leadership, stakeholder relationship management, effectively coaching and responsible for people growth and defining-running-refining their space operating models, guided closely by principals. managers leverage their experience to take responsibility for providing analytical solutions across projects, deliver quality work for clients and lead client and zs-leader relationships from beginning of their tenure. provide expertise in architecting and implementing analytical solutions for projects manage projects and assist in managing stakeholder relationships direct multiple projects simultaneously, honing analytical and project management skills motivate, coach and serve as a role model for space team members provide thought leadership and innovation within projects and across practice areas partner with onshore colleagues to develop new business with existing and new clients develop and implement specific frameworks for strategy and programs contribute to zss capability building and knowledge creation coach, mentor, and conduct training programs play an active role in india office growth related initiatives (e.g. recruiting, training, etc.). required candidate profile managers have 8 - 12 years work experience in industry through consulting work or within an industry leader (a combination of experience is preferred) be/ b.tech / bs (stats) from tier-1 institute would be required. phd in computer science (or statistics) / m.tech / ms from a premier institute would be highly preferred substantial experience in machine learning knowledge of big data/ advanced analytics concepts and algorithms text mining, social listening, recommender systems, predictive modeling, etc. knowledge of programming java/python/r exposure to tools/platforms hadoop eco system and db systems agile project planning and project management skills excellent communication skills in addition, we seek individuals with the following desire to make a business impact for our clients leadership experience personal initiative and strong work ethic self-motivation and detail orientation organization & planning skills communication skills salary: not disclosed by recruiter industry: strategy / management consulting firms functional area: other",77.00270015,28.42826235,2506
associate vice president - talent acquisition - campus hiring program,12 - 18 yrs,talent acquisition| recruitment| hr| campus hiring| recruitment| recruiting,senior management,bengaluru,"hr , recruitment , administration , ir","it-software, software services",head/vp/gm-recruitment,77.590082,12.9767936,5757
governance & performance-performance management-professors,7 - 10 yrs,counselor| mentor| trainer| advisor| teaching,university level,hyderabad,"teaching , education , training , counselling","education, teaching, training",lecturer/professor,78.4740613,17.360589,1816
"manager sales / area manager (tiles, bath fitting,paints)",6 - 11 yrs,project sales| architects| sales operations| sales management| distributor| interior designers| area management| contractors| area| developers| consultants| dealer| territory management| sales manager,retail sales,"delhi ncr,kolkata,chandigarh","sales , retail , business development","construction, engineering, cement, metals",sales/business development manager,77.1212148,19.0759899,5104
operations - sme / retail,12 - 15 yrs,retail| marketing executive| distributors| customer profiling| sales strategy| sme| market research| business development| operations| sales executive,senior management,mumbai,"financial services , banking , investments , insurance","recruitment, staffing",head/vp/gm-operations,72.8773928,19.0759899,6944
assistant manager - hr operations,4 - 6 yrs,vide,hr/ recruitment / ir,pune,"hr , recruitment , administration , ir","it-software, software services",hr manager,73.8544541,18.521428,2647
sr. sales / sales executive,2 - 4 yrs,manager sales| sales manager| assistant sales manager| mice| travel agent| senior sales executive| senior sales officer| corporate sales| hotel sales| room sales| sales executive,retail sales,delhi ncr (sunder nagar),"sales , retail , business development","travel , hotels , restaurants , airlines , railways",sales executive/officer,77.1212148,19.0759899,3929
senior business analyst - sql/python,3 - 5 yrs,data analysis| vba| macros| advanced excel| oracle sql| google analytics| business analysis| python| data mining| business analyst,system design/implementation/erp/crm,delhi,"it software - dba , datawarehousing","it-software, software services",business analyst,77.2219388,28.6517178,2973
".net developer (asp.net, mvc, c#)",2 - 5 yrs,c#| css| xml| asp net| javascript| web application| ms sql server| .net| mvc| asp.net mvc| jquery| ajax,programming & design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,6630
head- land management.,20 - 26 yrs,land acquisition,drug regulatory affairs/documentation,gurgaon,"legal , regulatory , intellectual property","real estate, property",head/vp/gm-regulatory affairs,77.00270015,28.42826235,3707
sr. business analyst,2 - 5 yrs,java| tomcat| eclipse| oops| html| unix| sql| db2| weblogic| xml| flex| oracle| pl,system design/implementation/erp/crm,hyderabad,"it software - application programming , maintenance","recruitment, staffing",business analyst,78.4740613,17.360589,1817
cnc machine operator,2 - 3 yrs,cnc| cnc operator| cnc maintenance| cnc programming,production/manufacturing/maintenance,"ahmedabad,gandhinagar","production , manufacturing , maintenance","industrial products, heavy machinery",factory head,72.5822818,23.1154284,6034
executive,5 - 10 yrs,medical representative| senior executive,architectural services,ahmedabad,"architecture , interior design","pharma, biotech, clinical research",architect,72.5797068,23.0216238,4555
presales manager - networking,3 - 8 yrs,sales engineer| solution architect| presales| solution consultant| technology consultant,programming & design,mumbai,other,it-hardware & networking,other,72.8773928,19.0759899,6026
inside sales executive,3 - 5 yrs,inside sales| lead generation| cold calling| new business| customer service| proposal writing| follow ups| sales executive activities| communication skills| convincing power,corporate sales,"delhi ncr,bengaluru","sales , retail , business development","it-software, software services",sales executive/officer,121.0977529,14.6719732,5338
customer care executive,0 - 1 yrs,customer care| inbound process| night shift| customer care executive| customer care officer| bpo| domestic bpo| international bpo,other,delhi ncr,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",fresher,77.1212148,28.6882438,4752
hr - talent scout specialist,2 - 4 yrs,performance management| analytical| design development| conceptualization| hr| continuous improvement| sales support| recruitment| testing,senior management,thane,"hr , recruitment , administration , ir","it-software, software services",head/vp/gm-hr,72.9701779,19.1943294,3948
sr. sales manager,8 - 10 yrs,service delivery| bfsi| enterprise mobility| market intelligence| tools| application development| sales process| microsoft| middleware| business executive,retail sales,mumbai,"sales , retail , business development","it-software, software services",sales/business development manager,72.8773928,19.0759899,3816
laundry executive,1 - 3 yrs,laundry,housekeeping,mumbai,"hotels , restaurants","travel , hotels , restaurants , airlines , railways",housekeeping executive/assistant.,72.8773928,19.0759899,1950
accounts executive,2 - 7 yrs,tds| financial statements| invoice processing| business opportunity| interpersonal skills| tally erp| accounting| analytical| accounts receivable| recruitment,accounts,pune,"accounts , finance , tax , company secretary , audit","recruitment, staffing",accounts executive/accountant,73.8544541,18.521428,3634
mba hr - experience,5 - 10 yrs,erp| succession planning| mis| reports| talent management| human resources| hr policies| recruitment| talent acquisition,hr/ recruitment / ir,hyderabad,"hr , recruitment , administration , ir","it-software, software services",hr manager,78.4740613,17.360589,4379
system analyst,2 - 3 yrs,t-sql| web technologies| data manipulation| mis| xml| data structures| system analyst| json| scripting,programming & design,pune,"it software - application programming , maintenance","media, entertainment, internet",system analyst,73.8544541,18.521428,3638
account assistance,2 - 3 yrs,audit| credit officers| internal audit| accounting| finance| tax| accounts| risk management,accounts,pune,"accounts , finance , tax , company secretary , audit","internet, ecommerce",accounts executive/accountant,73.8544541,18.521428,6372
senior embedded engineer,3 - 5 yrs,gsm| ethernet| development| optimization| product development| troubleshooting| gps| lcd| embedded| spi,programming & design,ahmedabad,"it software - embedded , eda , vlsi , asic , chip design","it-software, software services",team lead/technical lead,72.5797068,23.0216238,4199
urgent opening for asst. manager-it infrastructure - mumbai,4 - 7 yrs,fortigate| networking| routing| hyper - v| dlp| sophos| windows| virtualization| switching| firewall,admin/maintenance/security/datawarehousing,mumbai,"it software - application programming , maintenance","banking, financial services, broking",technical support engineer,72.8773928,19.0759899,1874
java developer,4 - 8 yrs,java| spring boot| web services| microservices,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,3145
sr. software engineer android/hybrid,3 - 5 yrs,sql| android| jquery| uml| coding| graphics| json| test cases| system testing| sqlite,programming & design,hyderabad,it software - system programming,"it-software, software services",software developer,78.4740613,17.360589,4535
principal engineer-piping,15 - 18 yrs,hvac| architecture| project management| cad| thermal| conceptualization| instrumentation| autodesk| food processing| project delivery,engineering design,mumbai,"engineering design , r&d","construction, engineering, cement, metals",technical lead/project lead,72.8773928,19.0759899,2691
business analyst - structured finance,1 - 4 yrs,electronic trading| structured finance| dcf| equity research| bloomberg| investment banking| business analysis| bonds| valuation| advanced excel| hedge fund| financial modelling| structured products| fixed income,system design/implementation/erp/crm,gurgaon,"it software - application programming , maintenance","banking, financial services, broking",business analyst,77.00270015,28.42826235,5537
solution architecting,8 - 12 years,product management|analytical skills|software architecture|prototype|business analysis|manager technology|outsourcing|resource management|operations|solution architecting,programming & design,gurgaon,"it software - application programming , maintenance",it-software / software services,technical architect,77.00270015,28.42826235,6851
sales / business development,15 - 20 yrs,sales head| hospitality| office automation| residential sales| sales strategy| bfsi| management| real estate sales| flex| executive search,senior management,"bengaluru,chennai","sales , retail , business development","recruitment, staffing",head/vp/gm/national manager -sales,77.5553641,13.0155238,4064
"medical coding job(fresher ug/pg) pharm,lifescience,be(biotech&biomed)",0 - 2 yrs,biotechnology| microbiology| nursing| biomedical| medical coding| medical coder| pharmacy| life sciences,medical professional,"chennai vellore,salem erode,madurai trichy","medical , healthcare , r&d , pharmaceuticals , biotechnology","medical, healthcare, hospitals",intern,77.1212148,19.0759899,4373
consultant,12 - 16 yrs,com| application support| email| sap is-utilities| level| billing| change| service| crm| entry level,system design/implementation/erp/crm,pune,"it software - application programming , maintenance","bpo, call centre, ites",outside technical consultant,73.8544541,18.521428,4683
network & security architect- pune,8 - 13 yrs,network,programming & design,pune,other,"it-software, software services",other,73.8544541,18.521428,1834
business development manager,1 - 3 yrs,erp| rf| action plan| relationship| software sales| business planning| b2b sales| rfq| rfp| crm,corporate sales,mumbai,"sales , retail , business development","it-software, software services",sales/business development manager,72.8773928,19.0759899,5681
assistant vice president - stock broking - delhi,3 - 8 yrs,equity| currency| mutual funds| commodities| stock broking| new client acquisition| business generation| channel distribution| team management| team handling| sales,senior management,delhi ncr,"sales , retail , business development","banking, financial services, broking",head/vp/gm/national manager -sales,77.1212148,28.6882438,3935
business development manager,vide,java|trainer|java|trainer|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|trainer|trainer|trainer|java|trainer|java|trainer|trainer|java|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|java|trainer|trainer|trainer|trainer|trainer|trainer|trainer|trainer|java|java|java|trainer|java|java|java|trainer|java|java|java|trainer|java,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,11.0480288,46.3144754,6310
production manager in press shop & projection welding,10 - 15 yrs,production management| weld shop| press shop| pressing| sheetmetal,production/manufacturing/maintenance,greater noida,"production , manufacturing , maintenance","automobile, auto anciliary, auto components",production manager,77.5137649,28.4670734,4859
salesfoce developer +3years / mumbai,3 - 8 yrs,salesforce developer| sfdc developer| salesforce,programming & design,"mumbai,pune","it software - application programming , maintenance","it-software, software services",software developer,72.840292,18.9560691,4106
social media executive,0 - 1 yrs,website| facebook| online| twitter| seo| internet| search engine optimisation,online/digital marketing,hyderabad,"marketing , advertising , mr , pr , media planning","media, entertainment, internet",social media marketing manager,78.4740613,17.360589,5029
business advisor,0 - 3 yrs,vide,institutional sales,kolkata,"sales , retail , business development","strategy, management consulting firms",sales executive/officer,88.35769124,22.5414185,4045
"it recruiter, technical recruiter",0 - 4 yrs,head hunting| talent acquisition| recruitment executive| it recruitment| screening| technical recruitment| hiring| recruitment consultant| recruitment| sourcing| excel powerpoint| staffing,hr/ recruitment / ir,noida,"hr , recruitment , administration , ir","it-software, software services",recruitment executive,77.3271074,28.5707841,1702
sap plm consultant - sap mm module,10 - 15 yrs,sap plm| sap mm| sap ehs,other,hyderabad,"it software - erp , crm","it-software, software services",outside consultant,78.4740613,17.360589,5553
python manager - iit/ iim/ dse/ isi,3 - 6 yrs,microstrategy| business intelligence| cognos| business objects| tableau| aws| python| sql,admin/maintenance/security/datawarehousing,bengaluru,"it software - application programming , maintenance","it-software, software services",it/networking-manager,77.590082,12.9767936,2383
marketing manager - activation - iit/nit,2 - 5 yrs,marketing| event management| brand management,marketing,mumbai,"marketing , advertising , mr , pr , media planning","it-software, software services",marketing manager,72.8773928,19.0759899,6366
hiring .net developers for hyderabad location,3 - 6 yrs,asp.net| ado.net| mvc,programming & design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,5419
senior bi cognos developer,7 - 12 yrs,sql| oracle| cognos| business intelligence| automotive| supply chain| dbmstools| metadata,programming & design,mumbai,"it software - dba , datawarehousing","recruitment, staffing",software developer,72.8773928,19.0759899,4428
technical support engineer,2 - 5 yrs,technical support| san| veritas| data management| netbackup| windows os| webex| unix operating system| tcp/ip| it infrastructure,admin/maintenance/security/datawarehousing,pune,it software - other,"it-software, software services",technical support engineer,73.8544541,18.521428,2457
senior drupal developer,5 - 10 yrs,drupal| linux| mysql| python| consulting| procurement| monitoring| front end| backend| django,programming & design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,2905
pre sales executive,2 - 4 yrs,presales| real estate sales| residential sales| sales executive activities,pre sales,pune,"sales , retail , business development","real estate, property",pre sales consultant,73.8544541,18.521428,4474
head - sales &amp; strategy (telematics),7 - 12 yrs,b2b sales| team management| kam| commercial vehicle| sales strategy| enterprises sales,senior management,gurgaon,"sales , retail , business development","internet, ecommerce",head/vp/gm/national manager -sales,77.00270015,28.42826235,4304
content writer required for a monthly magazine,1 - 3 yrs,editing| proof reading| content writer| editor| articles| article writing| content editor| journalism| mass communication| copywriter| associate editor| sub editor| english writing| research| social media,content development,"delhi ncr,ghaziabad,noida","journalism , editing , content","media, entertainment, internet",content developer,77.1212148,19.0759899,3726
